GX,GY,GZ,AX,AY,AZ,MX,MY,MZ,TS
165.60364,-77.63672,-47.332764,-0.07495117,-0.08154297,0.07128906,-0.17175293,-0.29919434,0.09814453,145
183.88367,-76.47705,-55.2063,-0.057861328,-0.111083984,0.12060547,-0.17614746,-0.29553223,0.0871582,146
192.32178,-74.8291,-59.35669,-0.03955078,-0.14208984,0.18579102,-0.17614746,-0.29553223,0.0871582,147
208.57239,-74.09668,-63.415527,-0.021240234,-0.16918945,0.27416992,-0.17797852,-0.29077148,0.068115234,148
228.302,-75.72937,-69.39697,-0.000976563,-0.19311523,0.35791016,-0.17797852,-0.29077148,0.068115234,149
251.70898,-77.45361,-70.755005,0.014648438,-0.21362305,0.41333008,-0.17797852,-0.29077148,0.068115234,150
271.0266,-79.23889,-61.401367,0.013671875,-0.23608398,0.47583008,-0.18200684,-0.2808838,0.049438477,151
285.67505,-83.70972,-45.47119,-0.000244141,-0.25805664,0.54174805,-0.18200684,-0.2808838,0.049438477,152
290.23743,-91.44592,-22.079468,-0.021484375,-0.2763672,0.6357422,-0.1842041,-0.2709961,0.028564453,153
294.23523,-100.02136,-6.362915,-0.040039062,-0.28808594,0.7277832,-0.1842041,-0.2709961,0.028564453,154
300.15564,-105.33142,5.493164,-0.0546875,-0.28808594,0.82299805,-0.1842041,-0.2709961,0.028564453,155
307.95288,-105.17883,10.08606,-0.064941406,-0.28442383,0.8964844,-0.17944336,-0.2574463,0.014282227,156
317.55066,-96.09985,9.567261,-0.076416016,-0.29052734,0.97021484,-0.17944336,-0.2574463,0.014282227,157
328.24707,-79.574585,12.268066,-0.079833984,-0.31884766,1.0678711,-0.17358398,-0.23950195,-0.003662109,158
337.03613,-62.86621,15.991211,-0.08496094,-0.3642578,1.1748047,-0.17358398,-0.23950195,-0.003662109,159
355.72815,-47.74475,14.144897,-0.10424805,-0.4020996,1.2592773,-0.17358398,-0.23950195,-0.003662109,160
395.46204,-35.690308,10.131836,-0.15039062,-0.41845703,1.3007812,-0.18237305,-0.23291016,-0.020874023,161
426.30005,-35.324097,4.5928955,-0.2043457,-0.4194336,1.317627,-0.18237305,-0.23291016,-0.020874023,162
435.47058,-44.174194,-0.8087158,-0.2788086,-0.42358398,1.3310547,-0.19482422,-0.23144531,-0.044677734,163
420.66956,-65.39917,-6.9732666,-0.35375977,-0.4152832,1.3835449,-0.19482422,-0.23144531,-0.044677734,164
402.22168,-93.87207,0.7171631,-0.41381836,-0.4020996,1.4709473,-0.19482422,-0.23144531,-0.044677734,165
393.69202,-127.822876,8.102417,-0.46313477,-0.40039062,1.5771484,-0.19482422,-0.21533203,-0.064453125,166
407.53174,-167.84668,-15.50293,-0.49414062,-0.39892578,1.6936035,-0.19482422,-0.21533203,-0.064453125,167
420.79163,-162.62817,-39.382935,-0.5270996,-0.45458984,1.8005371,-0.18786621,-0.19226074,-0.08532715,168
380.08118,-150.5127,-58.761597,-0.529541,-0.53808594,1.9018555,-0.18786621,-0.19226074,-0.08532715,169
384.14,-139.23645,-98.44971,-0.53027344,-0.5847168,1.9807129,-0.18786621,-0.19226074,-0.08532715,170
445.4956,-153.12195,-152.13013,-0.54052734,-0.6101074,2.0639648,-0.16625977,-0.15673828,-0.10144043,171
487.99133,-163.69629,-208.29773,-0.5847168,-0.6501465,2.1862793,-0.16625977,-0.15673828,-0.10144043,172
488.72375,-183.25806,-215.22522,-0.5979004,-0.779541,2.303955,-0.17578125,-0.13769531,-0.115722656,173
473.4497,-212.57019,-200.05798,-0.5644531,-0.9291992,2.4267578,-0.17578125,-0.13769531,-0.115722656,174
480.484,-243.36243,-192.59644,-0.51904297,-1.0334473,2.5791016,-0.17578125,-0.13769531,-0.115722656,175
499.9237,-269.16504,-194.42749,-0.4580078,-1.067627,2.7053223,-0.1472168,-0.07946777,-0.1237793,176
499.9237,-285.5835,-184.70764,-0.3996582,-1.0668945,2.8081055,-0.1472168,-0.07946777,-0.1237793,177
499.9237,-17.578125,-500,-0.5419922,0.53686523,3.342041,-0.11645508,-0.02746582,-0.13183594,179
499.9237,-444.80896,-500,-0.1652832,-0.96533203,2.8754883,-0.11645508,-0.02746582,-0.13183594,180
298.44666,-220.24536,-295.79163,-0.22558594,-1.0563965,2.770996,-0.076538086,0.052001953,-0.12084961,181
295.578,-238.4491,-256.27136,-0.030517578,-1.1108398,2.753418,-0.076538086,0.052001953,-0.12084961,182
487.18262,-316.08582,-224.92981,0.17797852,-1.0930176,2.805664,-0.076538086,0.06335449,-0.115722656,183
428.36,-262.86316,-324.17297,0.3359375,-1.0671387,2.8601074,-0.052001953,0.06335449,-0.115722656,184
363.05237,-275.5127,-273.83423,0.49731445,-0.95336914,2.8310547,-0.052001953,0.06335449,-0.115722656,185
390.82336,-243.89648,-218.59741,0.61816406,-0.82666016,2.7497559,-0.02746582,0.083496094,-0.10583496,186
395.2484,-195.46509,-197.29614,0.66186523,-0.77563477,2.6708984,-0.02746582,0.083496094,-0.10583496,187
415.75623,-141.03699,-182.1289,0.6765137,-0.67529297,2.6621094,-0.02746582,0.01977539,-0.09411621,188
444.88525,-107.52869,-175.78125,0.68847656,-0.5209961,2.6296387,0.005493164,0.11352539,-0.09411621,189
417.49573,-93.70422,-187.9425,0.6826172,-0.33325195,2.508789,0.005493164,0.11352539,-0.09411621,190
287.9181,3.6468506,-229.61426,0.7116699,-0.061767578,2.4794922,0.03112793,0.15014648,-0.087524414,191
-165.29846,337.73804,-262.5122,0.8208008,0.39379883,2.6970215,0.03112793,0.15014648,-0.087524414,192
-500,499.9237,-427.8717,1.0344238,1.1254883,3.0720215,0.083496094,0.19445801,-0.1003418,194
-500,499.9237,-91.58325,0.54248047,0.9934082,4.7785645,0.083496094,0.19445801,-0.1003418,195
498.03162,10.543823,-64.28528,1.7944336,1.5024414,0.6311035,-0.010986328,0.09741211,-0.13586426,196
499.9237,137.16125,72.3114,1.2749023,-0.5800781,0.1538086,-0.010986328,0.09741211,-0.13586426,197
499.9237,0.21362305,-32.165527,0.05126953,-1.0529785,-0.38623047,-0.010986328,0.09741211,-0.13586426,198
462.20398,-218.44482,-248.88611,-0.46606445,-0.75146484,-1.0354004,-0.041381836,0.13769531,-0.13989258,199
-473.55652,25.787354,8.483887,0.3256836,0.6904297,-0.2692871,-0.041381836,0.13769531,-0.13989258,200
208.12988,-55.038452,-56.44226,-0.033691406,-0.12158203,0.6520996,-0.039916992,0.1340332,-0.13659668,201
499.9237,-370.71228,-84.21326,0.81689453,0.86035156,0.80249023,-0.039916992,0.1340332,-0.13659668,202
